159.223.75.125 - - [30/Oct/2023:00:00:52 +0000] "GET / HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:20 +0000] "GET / HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:20 +0000] "GET / HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:20 +0000] "GET /wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:21 +0000] "GET /xmlrpc.php?rsd HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:21 +0000] "GET / HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:21 +0000] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:22 +0000] "GET /web/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:22 +0000] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:22 +0000] "GET /website/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:23 +0000] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:23 +0000] "GET /news/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:23 +0000] "GET /2018/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:24 +0000] "GET /2019/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:24 +0000] "GET /shop/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:24 +0000] "GET /wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:25 +0000] "GET /test/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:25 +0000] "GET /media/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:25 +0000] "GET /wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:26 +0000] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:26 +0000] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:26 +0000] "GET /sito/wp-includes/wlwmanifest.xml HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:02:27 +0000] "" 400 0 "-" "-" "-"
135.148.195.1 - - [30/Oct/2023:00:18:47 +0000] "GET / HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.86" "-"
135.148.195.12 - - [30/Oct/2023:00:18:55 +0000] "GET /favicon.ico HTTP/1.1" 200 773 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0" "-"
198.235.24.117 - - [30/Oct/2023:00:22:36 +0000] "GET / HTTP/1.0" 200 638 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com" "-"
205.210.31.87 - - [30/Oct/2023:00:27:42 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x82!\x81\x97]\xD4i\x02\xBB1\xE3(\x06\x1C]\xF0\x8F\xBE\xF4\xED\xBC\xD8^\x9D\xDEjJ\xB6\xBA\xC05\x08 \x04;\x88\xE5\xFD\xEF\xDE\xEE\xED-\xC47\x17[(\xB2(\xC8\xB11\x9B\xC2\x16*M\x86\xEC\xC9\xC2C\xD8\xB9\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 157 "-" "-" "-"
205.210.31.87 - - [30/Oct/2023:00:27:42 +0000] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x1D(\x8D\xE2\x93\xE4\xBEp\xECc\x03\x04k2\xB0\xC0^\xE5\x5C\xB2\x83\x97\xDD\xF2\x19L\xE8T\xAD\xA6\x16'\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 157 "-" "-" "-"
38.6.183.167 - - [30/Oct/2023:00:39:33 +0000] "GET / HTTP/1.1" 200 638 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
185.84.31.254 - - [30/Oct/2023:00:45:53 +0000] "GET /.env HTTP/1.1" 200 638 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36" "-"
135.125.246.189 - - [30/Oct/2023:00:46:19 +0000] "GET /.env HTTP/1.1" 200 638 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36" "-"
135.125.246.189 - - [30/Oct/2023:00:46:19 +0000] "POST / HTTP/1.1" 405 559 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36" "-"
45.63.48.29 - - [30/Oct/2023:00:48:14 +0000] "GET / HTTP/1.1" 200 638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
